"tweets.user_id","tweets.status_id","tweets.created_at","tweets.screen_name","tweets.text","tweets.source","tweets.display_text_width","tweets.reply_to_status_id","tweets.reply_to_user_id","tweets.reply_to_screen_name","tweets.is_quote","tweets.is_retweet","tweets.favorite_count","tweets.retweet_count","tweets.quote_count","tweets.reply_count","tweets.ext_media_type","tweets.lang","tweets.quoted_status_id","tweets.quoted_text","tweets.quoted_created_at","tweets.quoted_source","tweets.quoted_favorite_count","tweets.quoted_retweet_count","tweets.quoted_user_id","tweets.quoted_screen_name","tweets.name","tweets.quoted_followers_count","tweets.quoted_friends_count","tweets.quoted_statuses_count","tweets.quoted_location","tweets.quoted_description","tweets.quoted_verified","tweets.retweet_status_id","tweets.retweet_text","tweets.retweet_created_at","tweets.retweet_source","tweets.retweet_favorite_count","tweets.retweet_retweet_count","tweets.retweet_user_id","tweets.retweet_screen_name","tweets.retweet_name","tweets.retweet_followers_count","tweets.retweet_friends_count","tweets.retweet_statuses_count","tweets.retweet_location","tweets.retweet_description","tweets.retweet_verified","tweets.place_url","tweets.place_name","tweets.place_full_name","tweets.place_type","tweets.country","tweets.country_code"
"x18873804","x1512481078598021125",2022-04-08 17:22:44,"Laserbeak219","@OCATCooc The Oscar specials aren't actually about the Oscars","Twitter for Android",51,"x1512431359255449602","x1278091434508214272","OCATCooc",FALSE,FALSE,1,0,,,,"en",,,,,,,,,"Laserbeak219",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x4516734532","x1512481062102134789",2022-04-08 17:22:40,"gnrlaimlessness","Ruth Negga talking about her Oscars experience in 2017 is such a gem. Love her. https://t.co/vAArdSpiwz","Twitter for Android",120,,,,FALSE,TRUE,0,34,,,,"en",,,,,,,,,"Bitter Bartholomew",,,,,,,"x1512087069144727561","Ruth Negga talking about her Oscars experience in 2017 is such a gem. Love her. https://t.co/vAArdSpiwz",2022-04-07 15:17:05,"Twitter for iPhone",481,34,"x1897201436","reelandroll","Reel and Roll Films - FYC Ruth Negga",2893,4256,16749,"","Calvin. He/Him. WANNA SEE EVERYTHING EVERYWHERE ALL AT ONCE ASAP",FALSE,,,,,,
"x810827786915028992","x1512481023342231552",2022-04-08 17:22:31,"krrsachi75",".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN","Twitter for Android",140,,,,FALSE,TRUE,0,264,,,,"en",,,,,,,,,"Sachi",,,,,,,"x1512444512756506628",".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN",2022-04-08 14:57:26,"Twitter for Android",375,264,"x1467080747479666691","cpsavesoil","Conscious Planet #SaveSoil",30885,17,955,"United States","#SaveSoil, a global movement envisioned by @SadhguruJV, seeks to bring about a concerted, conscious response to impending soil extinction.",FALSE,,,,,,
"x1490305539691073536","x1512481020683059204",2022-04-08 17:22:30,"MaaInduba",".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN","Twitter for Android",140,,,,FALSE,TRUE,0,264,,,,"en",,,,,,,,,"Maa Induba",,,,,,,"x1512444512756506628",".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN",2022-04-08 14:57:26,"Twitter for Android",375,264,"x1467080747479666691","cpsavesoil","Conscious Planet #SaveSoil",30885,17,955,"United States","#SaveSoil, a global movement envisioned by @SadhguruJV, seeks to bring about a concerted, conscious response to impending soil extinction.",FALSE,,,,,,
"x2593093819","x1512481020133593088",2022-04-08 17:22:30,"pachi3968",".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN","Twitter for Android",140,,,,FALSE,TRUE,0,264,,,,"en",,,,,,,,,"Prashant L Yallapur",,,,,,,"x1512444512756506628",".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN",2022-04-08 14:57:26,"Twitter for Android",375,264,"x1467080747479666691","cpsavesoil","Conscious Planet #SaveSoil",30885,17,955,"United States","#SaveSoil, a global movement envisioned by @SadhguruJV, seeks to bring about a concerted, conscious response to impending soil extinction.",FALSE,,,,,,
"x1507575525849460737","x1512480711940345858",2022-04-08 17:21:16,"oscars_central","Watching #AmbulanceMovie for the plot… aka Jake Gyllenhaal and Yahya Abdul-Mateen II <U+0001F691> https://t.co/dkKCfYRtZY","Twitter for iPhone",86,,,,FALSE,FALSE,8,3,,,,"en",,,,,,,,,"Oscars Central",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1507575525849460737","x1512481017050767366",2022-04-08 17:22:29,"oscars_central","Since the movie has zero #Oscars prospects, just enjoy Jake’s eyelashes and Yahya’s arms! And follow us on TikTok! https://t.co/A7f6skt1TJ","Twitter for iPhone",114,"x1512480711940345858","x1507575525849460737","oscars_central",FALSE,FALSE,1,0,,,,"en",,,,,,,,,"Oscars Central",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x27591079","x1512481009517932552",2022-04-08 17:22:27,"jimsguts","@oscars_central @OscarWildPod @MMandOscar @InSessionFilm @FeelinFilm @amxndareviews @LeoRydelGG @academy_queens @FilmPosers @Tberry57 @rickyvalero_ So Driver and Sandler in a tie for 2019? No Jungle Fever for SLJ for which he should’ve won? No Bob Hoskins for Roger Rabbit for which he should’ve won?","Twitter for iPhone",152,"x1512460702706851840","x1507575525849460737","oscars_central",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"JimG.",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x801234173130375168","x1512480953842941953",2022-04-08 17:22:14,"Consciouslife11",".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN","Twitter Web App",140,,,,FALSE,TRUE,0,264,,,,"en",,,,,,,,,"<U+0BAE><U+0BC8><U+0B9A><U+0BAE><U+0BCD> #SaveSoil #SaveSoil #SaveSoil",,,,,,,"x1512444512756506628",".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN",2022-04-08 14:57:26,"Twitter for Android",375,264,"x1467080747479666691","cpsavesoil","Conscious Planet #SaveSoil",30885,17,955,"United States","#SaveSoil, a global movement envisioned by @SadhguruJV, seeks to bring about a concerted, conscious response to impending soil extinction.",FALSE,,,,,,
"x1133197406277791744","x1512480911115571206",2022-04-08 17:22:04,"dpbcarkansas","Every year, I watch the #Oscars and #Grammys and wish there were an award show for the most talented, creative people I know: Teachers. Let's give a trophy to the physics teacher who inspires a girl to enter #STEM. Let's celebrate the pre-k teacher who helps a kid learn to read.","Twitter for iPhone",140,,,,FALSE,TRUE,0,33,,,,"en",,,,,,,,,"DPBC",,,,,,,"x1512468823047294976","Every year, I watch the #Oscars and #Grammys and wish there were an award show for the most talented, creative people I know: Teachers. Let's give a trophy to the physics teacher who inspires a girl to enter #STEM. Let's celebrate the pre-k teacher who helps a kid learn to read.",2022-04-08 16:34:02,"Sprout Social",188,33,"x890931539017687040","JonesForAR","Chris Jones",153808,3195,3047,"Little Rock, Arkansas","Physicist. Minister. Morehouse, NASA & MIT alum. Educator. Non-profit leader. Dad & husband. Democrat running for Governor of Arkansas. #weARone #FaithInAR",TRUE,,,,,,
"x3275265013","x1512480828663681029",2022-04-08 17:21:44,"NoobicusMaximus","see stuff like this, is while I don't condone what happened at the oscars, i understand it. Jada is very much being an abusive bitch and using him for her benefit. https://t.co/Nx2fLc54gq","Twitter Web App",163,,,,TRUE,FALSE,3,1,,,,"en","x1512154005790605322","free this man, this man is afraid https://t.co/2B3AdB1uui",2022-04-07 19:43:04,"Twitter Web App",18068,2341,"x2694347852","Raddsurfer","The Disgruntled Jedi | Alignment: Chaotic Stupid",898,600,15130,"","locals only",FALSE,,,,,,,,,,,,,,,,,,,,,
"x182872841","x1512480817951358979",2022-04-08 17:21:42,"run4damoney","Ricky Gervais Calls Chris Rock’s Oscars Joke “Tame,” Reveals Line He Would Have Used Instead https://t.co/O1v6EY3KGy via @Yahoo","Twitter Web App",127,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"James Grzybek",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x97519068","x1512480675563069442",2022-04-08 17:21:08,"BillGraveland","Will Smith: Academy to decide on sanctions against actor for Oscars slap https://t.co/tBGWOmS4xf","Twitter for iPhone",110,,,,FALSE,TRUE,0,16,,,,"en",,,,,,,,,"Bill Graveland",,,,,,,"x1512478748096012292","Will Smith: Academy to decide on sanctions against actor for Oscars slap https://t.co/tBGWOmS4xf",2022-04-08 17:13:28,"Echobox",31,16,"x87818409","guardian","The Guardian",10398411,1061,740066,"London","The need for independent journalism has never been greater. Become a Guardian supporter: https://t.co/gWyuUVlObq",TRUE,,,,,,
"x1057356487","x1512480658450694155",2022-04-08 17:21:04,"SaraGomezAranci","Over the past decade-plus, being a Hollywood publicist has become a lot more complicated. 

While it was once primarily about shaping and promoting your client and their image, the job now requires instant crisis management. https://t.co/lhS2rzteUj","Twitter for Android",140,,,,FALSE,TRUE,0,24,,,,"en",,,,,,,,,"Sara Gomez Arancibia",,,,,,,"x1512256466962501661","Over the past decade-plus, being a Hollywood publicist has become a lot more complicated. 

While it was once primarily about shaping and promoting your client and their image, the job now requires instant crisis management. https://t.co/lhS2rzteUj",2022-04-08 02:30:12,"SocialFlow",64,24,"x2467791","washingtonpost","The Washington Post",19080327,1715,424220,"Washington, DC","Democracy Dies in Darkness",TRUE,,,,,,
"x52245541","x1512480628448583681",2022-04-08 17:20:57,"llomenzo","Video of Will Smith's frustration with wife Jada Pinkett Smith resurfaces after Oscars slap scandal https://t.co/Y5jmTyxSvi","Twitter for iPad",123,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Lawrence Lomenzo",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x428037703","x1512480600984199169",2022-04-08 17:20:50,"subham319",".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN","Twitter for Android",140,,,,FALSE,TRUE,0,264,,,,"en",,,,,,,,,"Subham Sharma",,,,,,,"x1512444512756506628",".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN",2022-04-08 14:57:26,"Twitter for Android",375,264,"x1467080747479666691","cpsavesoil","Conscious Planet #SaveSoil",30885,17,955,"United States","#SaveSoil, a global movement envisioned by @SadhguruJV, seeks to bring about a concerted, conscious response to impending soil extinction.",FALSE,,,,,,
"x1423866475333308417","x1512480581870780419",2022-04-08 17:20:45,"Digimegawarrior","The #BeautyAndTheBeast best picture nomination left ""some worried an animated movie might win every year, a sentiment that, in part, led to the creation of the best animated feature award... for some, to keep them from winning the 'real' prize."" https://t.co/KFJJctJHgf https://t.co/8BtxNRspZM","Twitter for iPhone",140,,,,FALSE,TRUE,0,2028,,,,"en",,,,,,,,,"Digimegawarrior",,,,,,,"x1511788332853854210","The #BeautyAndTheBeast best picture nomination left ""some worried an animated movie might win every year, a sentiment that, in part, led to the creation of the best animated feature award... for some, to keep them from winning the 'real' prize."" https://t.co/KFJJctJHgf https://t.co/8BtxNRspZM",2022-04-06 19:30:00,"TweetDeck",11609,2028,"x17525171","Variety","Variety",2746782,241643,369115,"Los Angeles, CA","The business of entertainment.",TRUE,,,,,,
"x63004343","x1512480562220478468",2022-04-08 17:20:41,"EnBuenora","@asiangrrlMN laughing right now just imagining a quick Oscars where a bored host &amp; assistants just call out names and hand out statues, all quickly, all consecutively, like they're calling roll and handing out school pencils or whatever","TweetDeck",227,"x1512480094039814144","x19028476","asiangrrlMN",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"El Cid poem liker",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x969518593728794624","x1512480506461528069",2022-04-08 17:20:27,"brandonmscales","<U+0001F4AC> | ""There are a lot of people who would do it beautifully. Amy Poehler and Tina Fey should host everything."" - Andrew Garfield on who he thinks should host the #Oscars","Twitter Web App",140,,,,FALSE,TRUE,0,30,,,,"en",,,,,,,,,"Brandon Scales",,,,,,,"x1491107023064547329","<U+0001F4AC> | ""There are a lot of people who would do it beautifully. Amy Poehler and Tina Fey should host everything."" - Andrew Garfield on who he thinks should host the #Oscars",2022-02-08 17:49:52,"Twitter for Android",184,30,"x1051222419854319617","amypoehlerorg","I Heart Amy Poehler",2033,53,1572,"FAN ACCOUNT","A fansite dedicated to comedian, actress, producer, and director Amy Poehler. Follow us for news and updates on Amy!",FALSE,,,,,,
"x3067264802","x1512480485603258377",2022-04-08 17:20:22,"CableNewsWatch","The timing of this season couldn’t have been more challenging. 
A March start when many have spring break planned. 
The Grammys. The Oscars. March Madness! To still pull in viewers really illustrates how dedicated the #Hearties are to When Calls the Heart! #allinforseason10 https://t.co/4XBeVH8mZn","Twitter Web App",140,,,,FALSE,TRUE,0,2,,,,"en",,,,,,,,,"Cable News Watch",,,,,,,"x1512428792031100937","The timing of this season couldn’t have been more challenging. 
A March start when many have spring break planned. 
The Grammys. The Oscars. March Madness! To still pull in viewers really illustrates how dedicated the #Hearties are to When Calls the Heart! #allinforseason10 https://t.co/4XBeVH8mZn",2022-04-08 13:54:58,"Twitter for iPhone",50,2,"x138655031","GryffindorJenny","JennyisaHeartie <U+0001F431><U+0001F377><U+0001F496><U+0001F984><U+0001F9D9><U+0001F3FB>",455,350,23889,"Ohio ","Wife, Mom, Daughter, Friend <U+2764><U+FE0F>Heartie #Hearties<U+0001F496>#Lucabeth<U+2615><U+FE0F> <U+26A1><U+FE0F>#HarryPotter & Disney fanatic #hpohio <U+2B50><U+FE0F>Musical enthusiast. Cat person. Always Extra",FALSE,,,,,,
"x61548379","x1512480458122342400",2022-04-08 17:20:16,"Black_Ceez","Our World Our Time Ep mini 45 The Oscars Altercation https://t.co/tZFHrvrN01","Twitter Web App",76,,,,FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Black Ceezar",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1172331577642086400","x1512480458092998656",2022-04-08 17:20:16,"thatsnotchrist","@TDJakesOfficial Interviews DENZEL About the Will Smith Slap at Oscars https://t.co/t7SJHKjrU1","IFTTT",94,,"x899324599187501056","TdJakesofficial",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"That's NOT Christian! Podcast",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1586519064","x1512480432482365449",2022-04-08 17:20:10,"Thanatoast250","@ChrisRGun God, seeing this puts the Oscars thing into a new perspective. We gotta get this man outta there.","Twitter Web App",97,"x1512411642440654853","x44054652","ChrisRGun",FALSE,FALSE,1,0,,,,"en",,,,,,,,,"Thanatoast",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x389014615","x1512480412605587461",2022-04-08 17:20:05,"jackcentral","OPINION: Will Smith slapping Chris Rock at the 2022 Oscars is all that seems to occupy the public’s interest. While controversial and surprising, the incident is being dramatized to the point of futility. https://t.co/ZXcIJdebK8","BLOX CMS",228,,,,FALSE,FALSE,1,1,,,,"en",,,,,,,,,"The Lumberjack",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1105859021196660736","x1512480394175815687",2022-04-08 17:20:01,"lupercio_alonso","@SpongeBob If Spider-Man loses, we’re blaming the kids

Oscars rigged this, so don’t rigged this on a movie nobody likes (Cinderella) https://t.co/AlVjRDLhwX","Twitter for iPhone",122,"x1512070460564926482","x17088779","SpongeBob",FALSE,FALSE,1,0,,,,"en",,,,,,,,,"Alonso23 LoudOwlFrogGhost",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x301669598","x1512480374491914241",2022-04-08 17:19:56,"csmith03","Phil Lord and Chris Miller recall execs telling them that “if we played our cards right, we would one day 'graduate to live-action'” and that a “certain animated movie we made was so enjoyable that it reminded them of ‘a real movie.’”

(Source: https://t.co/ZgQYJAtOgs) https://t.co/80g8pKTa0r","Twitter for iPhone",139,,,,FALSE,TRUE,0,755,,,,"en",,,,,,,,,"You go Fuecoco!",,,,,,,"x1511861751616352263","Phil Lord and Chris Miller recall execs telling them that “if we played our cards right, we would one day 'graduate to live-action'” and that a “certain animated movie we made was so enjoyable that it reminded them of ‘a real movie.’”

(Source: https://t.co/ZgQYJAtOgs) https://t.co/80g8pKTa0r",2022-04-07 00:21:45,"Twitter for iPhone",8063,755,"x780460754910732288","DiscussingFilm","DiscussingFilm",391425,814,36176,"","Your leading source in quick reliable news and one of a kind content. Home for healthy and liberating discussion on all things pop culture.",FALSE,,,,,,
"x787143742419562496","x1512480362437427203",2022-04-08 17:19:53,"tandi_sager","@latimes To refuse to leave after his slap, shows no respect for the Oscars. It put a damper on the others that won! Just not right, for no action!","Twitter for iPhone",138,"x1512196788266053632","x16664681","latimes",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Tandi Sager",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x2844422563","x1512480361208459270",2022-04-08 17:19:53,"neha_singh_16",".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN","Twitter for iPhone",140,,,,FALSE,TRUE,0,264,,,,"en",,,,,,,,,"Neha Singh ",,,,,,,"x1512444512756506628",".@SadhguruJV was interviewed by @FRANCE24 news network. The gripping conversation revolved around the #SaveSoil movement and its burgeoning global impact. Sadhguru also answers a question about the recent incident involving Will Smith at the Oscars. https://t.co/EpcmCj4juN",2022-04-08 14:57:26,"Twitter for Android",375,264,"x1467080747479666691","cpsavesoil","Conscious Planet #SaveSoil",30885,17,955,"United States","#SaveSoil, a global movement envisioned by @SadhguruJV, seeks to bring about a concerted, conscious response to impending soil extinction.",FALSE,,,,,,
"x1506294061417828357","x1512480330271313926",2022-04-08 17:19:45,"_loryramirez","now what was kevin jonas doing at the oscars??? https://t.co/X1mFSx70Pz","Twitter for iPhone",47,,,,TRUE,FALSE,1,0,,,,"en","x1511833620285173764","the transition from billy’s cape to chloe’s cape???? woah??? https://t.co/RsuWgVfywi",2022-04-06 22:29:58,"Twitter for iPhone",20099,2888,"x3376478296","yikesliyah","lory<U+2661>",3231,644,158361,"she/her","*<U+FF9F><U+FF65>* <U+2606><U+2601><U+FE0F><U+2606>*<U+FF9F><U+FF65>* (fan account)",FALSE,,,,,,,,,,,,,,,,,,,,,
"x321620304","x1512480270586363905",2022-04-08 17:19:31,"DominicDimatte1","Oscars slapper Will Smith says he turned down 'Django' due to 'violence' https://t.co/oAEsLTxbqG https://t.co/nvSeM23Zfk","Twitter for Android",132,,,,FALSE,TRUE,0,74,,,,"en",,,,,,,,,"Dominic DiMatteo",,,,,,,"x1512458122970996741","Oscars slapper Will Smith says he turned down 'Django' due to 'violence' https://t.co/oAEsLTxbqG https://t.co/nvSeM23Zfk",2022-04-08 15:51:31,"SocialFlow",482,74,"x17469289","nypost","New York Post",2520683,11018,462967,"New York, NY","Breaking news & features from The New York Post. Follow your favorite sections: @pagesix, @nypmetro, @nypostbiz, @nypostsports, @nypfashion, @nypostopinion",TRUE,,,,,,
"x1271944870144475139","x1512480210893287424",2022-04-08 17:19:17,"FinnertyAaron","RT if you think @rickygervais should host the Oscars in 2023. https://t.co/uePrORYmjr","Twitter for iPhone",105,,,,FALSE,TRUE,0,5706,,,,"en",,,,,,,,,"Aaron finnerty",,,,,,,"x1510688642582384647","RT if you think @rickygervais should host the Oscars in 2023. https://t.co/uePrORYmjr",2022-04-03 18:40:14,"Twitter for iPhone",31246,5706,"x2859023885","Clark1995Clark","Daniel",12711,1274,5019,"","Relax. No one else knows what they're doing either.",FALSE,,,,,,
"x14595992","x1512480173345583106",2022-04-08 17:19:08,"drewtewksbury","This. @joshrottenberg @GlennWhipp @sonaiyak @AmyKinLA @thewendylee @IndieFocus @jenyamato @latimes 
https://t.co/JuTAwYGIVS","Twitter Web App",136,,,,FALSE,TRUE,0,3,,,,"en",,,,,,,,,"Drew Tewksbury",,,,,,,"x1512479988456382475","This. @joshrottenberg @GlennWhipp @sonaiyak @AmyKinLA @thewendylee @IndieFocus @jenyamato @latimes 
https://t.co/JuTAwYGIVS",2022-04-08 17:18:24,"Twitter for iPhone",5,3,"x139478204","meridak","Kevin Merida",18893,2898,11788,"Washington, D.C.","Executive Editor of the LA Times, father of 3 sons, author of 2 books, Donna Britt's husband, believe in ballers, beaches, writers, underdogs and the unseen",TRUE,,,,,,
"x975753402058661889","x1512480050406428672",2022-04-08 17:18:39,"Kemmajane85","Every year, I watch the #Oscars and #Grammys and wish there were an award show for the most talented, creative people I know: Teachers. Let's give a trophy to the physics teacher who inspires a girl to enter #STEM. Let's celebrate the pre-k teacher who helps a kid learn to read.","Twitter for iPad",140,,,,FALSE,TRUE,0,33,,,,"en",,,,,,,,,"Kjane",,,,,,,"x1512468823047294976","Every year, I watch the #Oscars and #Grammys and wish there were an award show for the most talented, creative people I know: Teachers. Let's give a trophy to the physics teacher who inspires a girl to enter #STEM. Let's celebrate the pre-k teacher who helps a kid learn to read.",2022-04-08 16:34:02,"Sprout Social",188,33,"x890931539017687040","JonesForAR","Chris Jones",153808,3195,3047,"Little Rock, Arkansas","Physicist. Minister. Morehouse, NASA & MIT alum. Educator. Non-profit leader. Dad & husband. Democrat running for Governor of Arkansas. #weARone #FaithInAR",TRUE,,,,,,
"x1400727451869745152","x1512480021130080258",2022-04-08 17:18:32,"DocDiggityDank","@maddoxrules I mean, we’d have to take the Oscars seriously in order to NOT award one…","Twitter for iPhone",73,"x1512471623432957952","x305928252","maddoxrules",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Doctor Diggity Dank",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x1441496606898069504","x1512480013777395717",2022-04-08 17:18:30,"breakfast4din3","@TheNBACentral These awards are getting worse than the Oscars.","Twitter for iPhone",47,"x1512419898240258060","x1548977419","TheNBACentral",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"Jojo for MVP",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x349349515","x1512480007137882115",2022-04-08 17:18:28,"PARitzer","""Mr. Smith Rocks the Academy"" https://t.co/mZDLcAlJjk
Video of Will Smith's frustration with wife Jada Pinkett Smith resurfaces after Oscars slap scandal https://t.co/FVMGVLIyzV #FoxNews","Twitter Web App",140,,,,FALSE,TRUE,0,1,,,,"en",,,,,,,,,"P. A. Ritzer",,,,,,,"x1512471775765925890","""Mr. Smith Rocks the Academy"" https://t.co/mZDLcAlJjk
Video of Will Smith's frustration with wife Jada Pinkett Smith resurfaces after Oscars slap scandal https://t.co/FVMGVLIyzV #FoxNews",2022-04-08 16:45:46,"Twitter Web App",1,1,"x349349515","PARitzer","P. A. Ritzer",3589,4020,73879,"Western U. S.","Author #SevenOxSeven, ""Love and the Art of Bookstore Book Signing"" #LABBSb, https://t.co/R26Xm7Q3vY. Follow, rt<U+2260>endorsement. @PARitzer on Parler, Gab, Substack",FALSE,,,,,,
"x139478204","x1512479988456382475",2022-04-08 17:18:24,"meridak","This. @joshrottenberg @GlennWhipp @sonaiyak @AmyKinLA @thewendylee @IndieFocus @jenyamato @latimes 
https://t.co/JuTAwYGIVS","Twitter for iPhone",123,,,,FALSE,FALSE,5,3,,,,"en",,,,,,,,,"Kevin Merida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x414160805","x1512479982547009538",2022-04-08 17:18:23,"MadCrazyHatter_","@UdaySRana You mean the film that was nominated for Oscars and was the third-highest grossing Indian film of 2001, selling an estimated 20 million tickets globally? Hidden...sure","Twitter for Android",167,"x1512476454789029896","x66334416","UdaySRana",FALSE,FALSE,1,0,,,,"en",,,,,,,,,"Abhimanyu Mathur",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x555465800","x1512479981192245250",2022-04-08 17:18:22,"TheDecider25","@toryboypierce Maybe they should take both of their oscars away.

What Oscar did Weinstein get anyway or was it as part of being the producer(s) for Best Pictures?

@TheAcademy","Twitter Web App",161,"x1512467985465815043","x1944466748","toryboypierce",FALSE,FALSE,0,0,,,,"en",,,,,,,,,"The Decider",,,,,,,,,,,,,,,,,,,,,,,,,,,
"x3323590344","x1512479969154326532",2022-04-08 17:18:19,"CucarachaChavez","The #BeautyAndTheBeast best picture nomination left ""some worried an animated movie might win every year, a sentiment that, in part, led to the creation of the best animated feature award... for some, to keep them from winning the 'real' prize."" https://t.co/KFJJctJHgf https://t.co/8BtxNRspZM","Twitter Web App",140,,,,FALSE,TRUE,0,2028,,,,"en",,,,,,,,,"Ubaldo G. 'No TERFS Allowed' Chávez P.",,,,,,,"x1511788332853854210","The #BeautyAndTheBeast best picture nomination left ""some worried an animated movie might win every year, a sentiment that, in part, led to the creation of the best animated feature award... for some, to keep them from winning the 'real' prize."" https://t.co/KFJJctJHgf https://t.co/8BtxNRspZM",2022-04-06 19:30:00,"TweetDeck",11609,2028,"x17525171","Variety","Variety",2746782,241643,369115,"Los Angeles, CA","The business of entertainment.",TRUE,,,,,,
"x1064412854","x1512479929690394626",2022-04-08 17:18:10,"MegChatterton","Maybe if the IPCC report had slapped someone at the Oscars more people would be interested in the fact our civilization is in free fall &amp; our planet will soon be unlivable.","Twitter for iPhone",140,,,,FALSE,TRUE,0,986,,,,"en",,,,,,,,,"meg",,,,,,,"x1511387388702085127","Maybe if the IPCC report had slapped someone at the Oscars more people would be interested in the fact our civilization is in free fall &amp; our planet will soon be unlivable.",2022-04-05 16:56:48,"Twitter Web App",3981,986,"x1147865396709593088","ClimateDad77","Climate Dad",10601,4041,2678,"England, United Kingdom","Human. Father. Worrier.",FALSE,,,,,,
"x1013824184860831745","x1512479919506305024",2022-04-08 17:18:07,"camthecowboyman","Phil Lord and Chris Miller recall execs telling them that “if we played our cards right, we would one day 'graduate to live-action'” and that a “certain animated movie we made was so enjoyable that it reminded them of ‘a real movie.’”

(Source: https://t.co/ZgQYJAtOgs) https://t.co/80g8pKTa0r","Twitter for iPhone",139,,,,FALSE,TRUE,0,755,,,,"en",,,,,,,,,"Cam Clow",,,,,,,"x1511861751616352263","Phil Lord and Chris Miller recall execs telling them that “if we played our cards right, we would one day 'graduate to live-action'” and that a “certain animated movie we made was so enjoyable that it reminded them of ‘a real movie.’”

(Source: https://t.co/ZgQYJAtOgs) https://t.co/80g8pKTa0r",2022-04-07 00:21:45,"Twitter for iPhone",8063,755,"x780460754910732288","DiscussingFilm","DiscussingFilm",391425,814,36176,"","Your leading source in quick reliable news and one of a kind content. Home for healthy and liberating discussion on all things pop culture.",FALSE,,,,,,
